Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
35267,42442,Male,Loyal Customer,39,Business travel,Business,3267,1,1,1,1,5,5,4,5,5,5,5,5,5,4,0,,satisfied
63777,114945,Male,Loyal Customer,43,Business travel,Business,446,2,2,2,2,4,4,4,2,2,2,2,2,2,1,0,,neutral or dissatisfied
87030,45238,Female,Loyal Customer,34,Personal Travel,Eco,1013,3,3,3,2,1,3,1,1,2,3,3,2,3,1,71,,neutral or dissatisfied
35340,69754,Female,Loyal Customer,47,Personal Travel,Eco,1085,1,4,1,3,2,5,4,3,3,1,4,3,3,4,0,,neutral or dissatisfied
56039,43942,Male,Loyal Customer,16,Personal Travel,Eco Plus,199,3,5,0,3,5,0,5,5,5,3,5,3,5,5,4,,neutral or dissatisfied
34841,120918,Female,Loyal Customer,30,Business travel,Business,3719,5,5,5,5,5,5,5,5,5,5,4,4,5,5,29,,satisfied
15683,18968,Female,Loyal Customer,43,Personal Travel,Eco Plus,448,1,5,1,2,4,5,4,3,3,1,3,5,3,5,4,,neutral or dissatisfied
24180,8960,Female,Loyal Customer,48,Business travel,Business,738,3,3,3,3,2,5,5,4,4,4,4,4,4,3,0,,satisfied
47626,46936,Female,disloyal Customer,63,Personal Travel,Eco,776,5,5,4,4,3,4,3,3,5,2,5,3,5,3,7,,satisfied
84485,3852,Male,Loyal Customer,32,Personal Travel,Eco,650,1,1,1,3,4,1,1,4,4,1,2,4,3,4,22,,neutral or dissatisfied
70294,67562,Female,Loyal Customer,46,Business travel,Business,2860,3,3,3,3,3,4,5,5,5,5,5,4,5,5,2,,satisfied
85738,98414,Male,Loyal Customer,56,Personal Travel,Eco Plus,462,4,5,4,3,3,4,3,3,4,2,4,5,4,3,11,,satisfied
4688,55447,Female,Loyal Customer,34,Personal Travel,Eco,2521,4,5,4,1,5,4,1,5,2,1,3,1,2,5,100,,neutral or dissatisfied
102384,71241,Male,Loyal Customer,58,Business travel,Eco,733,3,3,3,3,3,3,3,3,3,1,2,4,2,3,55,,neutral or dissatisfied
67713,12073,Male,Loyal Customer,65,Personal Travel,Eco,376,1,5,1,1,5,1,5,5,4,4,5,3,4,5,0,,neutral or dissatisfied
97243,27187,Male,Loyal Customer,24,Personal Travel,Eco,2681,1,2,1,4,3,1,3,3,3,1,4,1,4,3,92,,neutral or dissatisfied
10880,37618,Female,Loyal Customer,58,Personal Travel,Eco,1076,1,4,1,3,2,5,4,4,4,1,5,4,4,3,0,,neutral or dissatisfied
78235,107107,Female,Loyal Customer,8,Personal Travel,Business,842,3,5,3,5,3,3,2,3,2,5,4,5,1,3,5,,neutral or dissatisfied
2108,116374,Female,Loyal Customer,24,Personal Travel,Eco,417,2,1,2,2,5,2,5,5,1,4,2,1,2,5,1,,neutral or dissatisfied
40627,59030,Female,disloyal Customer,21,Business travel,Eco,1846,2,2,2,4,5,2,2,5,4,2,3,3,4,5,0,,neutral or dissatisfied
14185,6557,Male,Loyal Customer,47,Business travel,Business,2022,5,5,5,5,3,5,5,4,4,4,4,5,4,3,0,,satisfied
73169,27112,Female,Loyal Customer,57,Business travel,Business,2688,4,4,4,4,3,1,2,4,4,4,4,2,4,4,1,,neutral or dissatisfied
52676,57746,Male,Loyal Customer,45,Business travel,Business,2611,3,3,3,3,4,4,4,4,4,4,4,3,4,5,8,,satisfied
74689,67632,Female,Loyal Customer,25,Business travel,Business,1723,2,2,2,2,4,4,4,4,5,4,4,4,5,4,2,,satisfied
87261,40035,Male,Loyal Customer,60,Personal Travel,Eco,618,3,4,3,2,4,3,1,4,4,3,5,3,5,4,5,,neutral or dissatisfied
45245,128851,Male,Loyal Customer,14,Personal Travel,Eco,2475,3,2,2,4,1,2,1,1,4,4,4,3,3,1,29,,neutral or dissatisfied
26131,12790,Male,Loyal Customer,69,Business travel,Eco,528,4,2,2,2,4,4,4,4,4,5,4,5,3,4,10,,satisfied
70938,104135,Male,Loyal Customer,37,Business travel,Eco,448,4,3,3,3,4,4,4,2,2,2,3,4,4,4,151,,satisfied
44326,51283,Female,Loyal Customer,35,Business travel,Eco Plus,250,1,4,4,4,1,1,1,1,4,2,2,1,2,1,55,,neutral or dissatisfied
43051,60658,Male,Loyal Customer,63,Personal Travel,Eco,1620,5,5,5,4,1,5,1,1,5,4,3,4,4,1,20,,satisfied
100426,97901,Male,Loyal Customer,42,Business travel,Business,2803,1,1,1,1,5,4,4,5,5,5,5,4,5,3,4,,satisfied
4041,66091,Male,Loyal Customer,31,Business travel,Business,2490,1,1,1,1,4,4,4,4,3,5,5,4,4,4,6,,satisfied
27279,13777,Female,disloyal Customer,22,Business travel,Eco,878,2,2,2,2,1,2,1,1,2,3,5,2,1,1,4,,neutral or dissatisfied
90748,129004,Female,disloyal Customer,17,Business travel,Eco,2704,3,3,3,3,1,3,1,1,2,4,4,1,3,1,0,,neutral or dissatisfied
26338,3449,Male,Loyal Customer,34,Personal Travel,Eco,213,2,4,2,4,3,2,3,3,5,4,5,4,5,3,0,,neutral or dissatisfied
18429,39959,Male,Loyal Customer,56,Personal Travel,Eco,1087,3,1,3,3,2,3,2,2,1,2,3,2,3,2,0,,neutral or dissatisfied
84039,23762,Female,Loyal Customer,38,Business travel,Eco Plus,1048,3,5,5,5,3,5,3,3,2,5,4,1,5,3,44,,satisfied
50584,43746,Male,Loyal Customer,53,Personal Travel,Business,481,1,5,1,3,2,2,3,5,5,1,5,3,5,5,113,,neutral or dissatisfied
16503,114981,Female,Loyal Customer,56,Business travel,Business,2370,2,2,3,2,5,5,5,5,5,5,5,3,5,4,3,,satisfied
41079,129001,Male,disloyal Customer,46,Business travel,Business,2704,3,3,3,4,4,3,4,4,4,2,3,5,4,4,7,,neutral or dissatisfied
94280,51382,Female,Loyal Customer,49,Personal Travel,Eco Plus,193,2,2,0,3,0,1,1,1,2,4,4,1,2,1,150,,neutral or dissatisfied
70940,99889,Female,Loyal Customer,41,Business travel,Business,2854,1,1,4,1,3,4,4,3,3,3,3,5,3,5,1,,satisfied
48516,8279,Female,Loyal Customer,10,Personal Travel,Eco,125,2,4,2,4,3,2,3,3,2,5,4,4,4,3,17,,neutral or dissatisfied
9531,114134,Female,Loyal Customer,33,Business travel,Business,3546,4,4,4,4,5,4,4,5,5,5,5,5,5,4,3,,satisfied
88553,28645,Male,Loyal Customer,27,Personal Travel,Eco,2614,1,5,1,1,4,1,2,4,3,3,4,4,4,4,12,,neutral or dissatisfied
37095,40477,Female,Loyal Customer,21,Business travel,Business,222,2,5,5,5,1,1,2,1,1,1,2,4,1,1,0,,neutral or dissatisfied
30504,8507,Male,Loyal Customer,57,Business travel,Business,737,4,4,4,4,3,4,5,4,4,4,4,3,4,5,12,,satisfied
78964,8009,Male,Loyal Customer,61,Business travel,Business,335,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,,satisfied
68913,8522,Male,Loyal Customer,70,Personal Travel,Eco,737,3,5,3,2,2,3,2,2,5,2,5,4,4,2,0,,neutral or dissatisfied
70258,22708,Female,Loyal Customer,63,Personal Travel,Eco,589,2,4,2,3,3,5,4,5,5,2,5,5,5,3,0,,neutral or dissatisfied
16329,884,Male,Loyal Customer,39,Business travel,Business,396,3,3,5,3,3,4,4,3,3,3,3,5,3,3,0,,satisfied
85648,21513,Female,Loyal Customer,70,Personal Travel,Eco,399,3,4,3,1,3,4,4,4,4,3,4,5,4,3,1,,neutral or dissatisfied
100682,35764,Male,Loyal Customer,38,Business travel,Business,200,5,5,5,5,5,5,5,3,1,5,3,5,5,5,157,,satisfied
88853,53452,Female,Loyal Customer,26,Business travel,Eco,2253,4,2,2,2,4,4,4,4,3,2,4,3,2,4,0,,satisfied
67342,40356,Male,disloyal Customer,38,Business travel,Business,850,3,3,3,4,1,3,5,1,2,4,3,1,4,1,0,,neutral or dissatisfied
5296,47977,Female,Loyal Customer,47,Personal Travel,Eco,834,1,1,1,3,2,2,3,3,3,1,2,4,3,2,0,,neutral or dissatisfied
18796,41391,Female,disloyal Customer,21,Business travel,Eco,913,2,2,2,2,2,2,2,2,3,3,5,1,3,2,9,,neutral or dissatisfied
34464,128036,Female,Loyal Customer,59,Business travel,Business,1440,2,1,1,1,1,3,3,2,2,2,2,3,2,1,0,,neutral or dissatisfied
90443,83995,Female,Loyal Customer,65,Business travel,Business,1800,1,1,1,1,5,5,1,4,4,4,4,4,4,2,0,,satisfied
76955,4900,Male,Loyal Customer,52,Business travel,Business,1020,5,5,5,5,3,5,5,3,3,3,3,5,3,3,118,,satisfied
93395,113283,Female,Loyal Customer,66,Business travel,Business,2103,4,4,4,4,4,5,5,5,5,5,5,3,5,5,74,,satisfied
67843,37732,Female,Loyal Customer,49,Personal Travel,Eco,1074,1,5,1,4,2,4,5,1,1,1,1,3,1,3,29,,neutral or dissatisfied
52568,19506,Male,Loyal Customer,30,Business travel,Business,2801,4,4,4,4,5,4,5,5,3,1,4,1,2,5,60,,satisfied
17808,20686,Female,Loyal Customer,35,Business travel,Business,2665,1,1,1,1,2,1,2,4,4,5,4,3,4,2,0,,satisfied
71050,16410,Male,Loyal Customer,51,Business travel,Eco Plus,404,4,4,4,4,4,4,4,4,1,1,5,5,3,4,38,,satisfied
63382,107854,Male,disloyal Customer,27,Business travel,Business,228,3,3,3,1,4,3,2,4,4,5,4,4,5,4,85,,neutral or dissatisfied
35892,48435,Female,Loyal Customer,26,Business travel,Business,2351,1,1,5,1,4,4,4,4,1,1,4,3,4,4,30,,satisfied
21453,21812,Male,Loyal Customer,53,Personal Travel,Eco,352,4,5,4,3,1,4,1,1,4,2,4,4,4,1,30,,neutral or dissatisfied
1124,73442,Male,Loyal Customer,53,Personal Travel,Eco,1012,3,2,3,4,4,3,4,4,4,4,4,3,3,4,38,,neutral or dissatisfied
19498,32478,Female,disloyal Customer,21,Business travel,Eco,216,1,2,1,2,4,1,4,4,1,5,3,4,3,4,0,,neutral or dissatisfied
29918,46989,Male,Loyal Customer,58,Personal Travel,Eco,833,2,5,2,4,2,2,2,2,5,4,4,3,4,2,119,,neutral or dissatisfied
68616,117740,Female,disloyal Customer,38,Business travel,Eco,535,2,3,2,3,2,2,2,2,3,5,4,2,3,2,31,,neutral or dissatisfied
15223,99162,Male,Loyal Customer,50,Business travel,Business,986,3,3,1,3,4,4,4,4,5,4,4,4,5,4,186,,satisfied
86906,26517,Male,Loyal Customer,30,Business travel,Business,990,5,5,1,5,4,5,4,4,4,1,1,2,4,4,0,,satisfied
33870,102910,Male,Loyal Customer,9,Personal Travel,Business,436,1,4,1,2,2,1,2,2,5,3,5,5,5,2,0,,neutral or dissatisfied
20665,103297,Female,disloyal Customer,37,Business travel,Business,1371,4,5,5,3,3,5,4,3,4,3,4,3,5,3,46,,satisfied
87016,1966,Male,Loyal Customer,36,Business travel,Eco,383,2,4,4,4,2,2,2,2,5,2,3,4,2,2,2,,satisfied
81108,39712,Male,Loyal Customer,55,Business travel,Business,2734,2,2,2,2,3,3,5,4,4,4,4,5,4,5,0,,satisfied
5295,19597,Male,Loyal Customer,28,Personal Travel,Eco,173,0,5,0,3,5,0,5,5,4,4,5,3,4,5,24,,satisfied
33059,41378,Male,Loyal Customer,9,Business travel,Business,2681,2,3,4,4,2,3,2,2,3,5,3,3,4,2,0,,neutral or dissatisfied
91579,19617,Female,Loyal Customer,47,Personal Travel,Eco,416,3,3,2,3,4,4,3,1,1,2,1,1,1,5,0,,neutral or dissatisfied
54414,21763,Male,Loyal Customer,48,Personal Travel,Business,341,2,4,2,5,2,4,4,5,3,4,5,4,4,4,174,,neutral or dissatisfied
101532,74223,Female,Loyal Customer,61,Personal Travel,Eco,1746,4,3,4,4,1,4,3,3,3,4,4,2,3,2,0,,neutral or dissatisfied
44230,62899,Male,Loyal Customer,39,Business travel,Business,862,4,4,4,4,3,5,4,4,4,4,4,3,4,5,54,,satisfied
98636,7116,Male,Loyal Customer,54,Personal Travel,Eco,157,2,4,2,2,2,2,2,2,3,4,4,3,4,2,0,,neutral or dissatisfied
81454,74247,Female,Loyal Customer,25,Business travel,Business,1810,1,2,5,2,1,1,1,1,4,2,4,1,4,1,0,,neutral or dissatisfied
21794,54075,Male,disloyal Customer,24,Business travel,Eco,1416,2,2,2,4,4,2,4,4,1,1,4,1,4,4,0,,neutral or dissatisfied
19971,21900,Female,disloyal Customer,20,Business travel,Eco,551,5,0,5,1,5,5,5,5,5,4,5,5,2,5,0,,satisfied
56713,81377,Female,Loyal Customer,50,Personal Travel,Business,874,1,2,1,4,4,4,4,3,3,1,3,3,3,3,16,,neutral or dissatisfied
63376,48612,Female,disloyal Customer,27,Business travel,Eco Plus,737,1,1,1,3,4,1,1,4,5,3,2,3,2,4,15,,neutral or dissatisfied
102960,36787,Male,Loyal Customer,58,Business travel,Eco,1088,4,4,1,1,5,4,5,5,1,5,5,5,3,5,0,,satisfied
62606,98765,Female,Loyal Customer,64,Personal Travel,Eco,1814,2,4,3,3,3,4,4,2,2,3,2,5,2,4,10,,neutral or dissatisfied
55367,39687,Male,disloyal Customer,26,Business travel,Business,1063,3,3,3,4,3,3,3,3,3,3,3,2,3,3,57,,neutral or dissatisfied
22986,127638,Male,Loyal Customer,8,Personal Travel,Eco,1773,1,3,0,3,1,0,1,1,2,4,3,1,3,1,0,,neutral or dissatisfied
18871,2862,Male,Loyal Customer,72,Business travel,Business,475,3,4,3,3,4,2,2,3,3,3,3,4,3,1,15,,neutral or dissatisfied
78929,106599,Female,Loyal Customer,60,Business travel,Business,2446,3,3,5,3,3,5,5,4,4,4,4,3,4,3,0,,satisfied
84819,43061,Female,Loyal Customer,16,Business travel,Eco,259,1,3,3,3,1,2,2,1,1,5,4,3,3,1,5,,neutral or dissatisfied
9060,19598,Male,Loyal Customer,51,Personal Travel,Eco,160,1,5,1,2,4,1,4,4,3,4,5,4,5,4,0,,neutral or dissatisfied
52239,52293,Female,Loyal Customer,36,Business travel,Business,3760,4,4,4,4,3,4,2,3,3,4,3,5,3,4,0,,satisfied
92051,119954,Male,Loyal Customer,66,Business travel,Eco,1009,2,2,4,2,2,2,2,2,4,5,3,4,3,2,0,,neutral or dissatisfied
63706,121145,Female,disloyal Customer,48,Business travel,Business,2521,2,2,2,4,4,2,3,4,4,2,3,5,4,4,72,,neutral or dissatisfied
97393,11845,Female,Loyal Customer,31,Business travel,Business,3037,1,1,3,1,2,2,2,2,3,4,4,4,4,2,127,,satisfied
85807,37723,Female,Loyal Customer,31,Personal Travel,Eco,944,2,5,2,5,5,2,3,5,1,4,4,2,3,5,0,,neutral or dissatisfied
47368,70078,Male,Loyal Customer,25,Business travel,Business,2685,2,2,2,2,5,5,5,4,4,4,4,5,5,5,175,,satisfied
43815,73013,Female,Loyal Customer,11,Personal Travel,Eco,1035,5,5,5,1,3,5,5,3,5,5,4,3,4,3,0,,satisfied
47636,27926,Male,Loyal Customer,34,Business travel,Eco Plus,689,5,3,3,3,5,5,5,5,4,4,1,5,4,5,0,,satisfied
35248,121137,Female,Loyal Customer,20,Business travel,Business,2370,2,2,2,2,3,3,3,3,5,4,5,3,5,3,60,,satisfied
33056,17219,Male,Loyal Customer,54,Business travel,Business,2355,4,4,4,4,3,2,3,4,4,4,4,2,4,4,0,,neutral or dissatisfied
70648,64671,Male,Loyal Customer,40,Business travel,Business,190,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,,satisfied
40422,44493,Female,disloyal Customer,49,Business travel,Eco,261,3,5,3,2,5,3,5,5,2,1,5,2,1,5,0,,neutral or dissatisfied
103540,45022,Female,Loyal Customer,33,Personal Travel,Eco,359,4,4,4,3,4,4,4,4,3,2,5,3,5,4,42,,neutral or dissatisfied
8933,22523,Male,Loyal Customer,60,Business travel,Eco Plus,238,2,1,1,1,2,2,2,2,3,5,2,3,3,2,13,,neutral or dissatisfied
62969,107244,Male,Loyal Customer,59,Business travel,Business,1758,4,2,2,2,4,2,1,4,4,4,4,4,4,4,91,,neutral or dissatisfied
27618,101599,Female,Loyal Customer,49,Business travel,Business,1371,1,1,1,1,5,4,5,4,4,4,4,5,4,5,40,,satisfied
35959,93794,Male,Loyal Customer,47,Business travel,Business,3722,4,4,4,4,5,5,4,5,5,5,5,3,5,4,123,,satisfied
89062,67984,Male,Loyal Customer,41,Business travel,Eco Plus,771,5,3,4,3,5,5,5,5,3,1,1,5,4,5,0,,satisfied
35309,247,Male,Loyal Customer,11,Business travel,Business,719,4,1,1,1,4,4,4,4,4,3,4,4,3,4,38,,neutral or dissatisfied
18595,49163,Female,Loyal Customer,66,Business travel,Eco,326,5,2,2,2,2,4,1,5,5,5,5,2,5,3,0,0.0,satisfied
19336,110026,Female,Loyal Customer,23,Personal Travel,Eco,1142,2,4,2,5,1,2,1,1,4,3,4,4,5,1,0,0.0,neutral or dissatisfied
72501,1215,Female,Loyal Customer,31,Personal Travel,Eco,309,1,5,1,1,5,1,5,5,4,3,5,5,4,5,0,0.0,neutral or dissatisfied
85210,96985,Female,Loyal Customer,50,Business travel,Eco,794,3,3,3,3,4,3,3,3,3,3,3,2,3,2,94,79.0,neutral or dissatisfied
87824,22269,Male,Loyal Customer,34,Business travel,Eco,143,4,5,3,5,4,4,4,4,3,2,4,2,4,4,0,0.0,satisfied
6250,128027,Female,Loyal Customer,37,Business travel,Business,1440,2,2,2,2,5,5,4,4,4,4,4,3,4,4,40,20.0,satisfied
53437,52053,Male,Loyal Customer,43,Business travel,Business,2724,4,4,5,4,1,2,2,2,2,2,2,3,2,2,0,0.0,satisfied
28825,63357,Female,Loyal Customer,21,Personal Travel,Eco,372,3,4,3,4,1,3,1,1,3,2,5,2,5,1,40,23.0,neutral or dissatisfied
75122,89755,Female,Loyal Customer,20,Personal Travel,Eco,1035,2,5,2,4,2,2,2,2,3,4,4,5,5,2,82,62.0,neutral or dissatisfied
7248,87686,Male,Loyal Customer,28,Personal Travel,Eco,606,4,4,4,3,4,4,4,4,5,4,4,3,5,4,35,29.0,satisfied
13156,52427,Male,Loyal Customer,37,Personal Travel,Eco,451,4,2,4,4,1,4,1,1,4,4,3,4,3,1,0,0.0,neutral or dissatisfied
101986,23281,Male,Loyal Customer,42,Business travel,Eco,563,4,1,3,1,4,4,4,4,5,3,1,2,5,4,0,5.0,satisfied
12589,80893,Female,Loyal Customer,12,Personal Travel,Eco Plus,692,2,1,2,2,3,2,3,3,3,4,3,2,2,3,20,10.0,neutral or dissatisfied
13599,65471,Male,Loyal Customer,45,Business travel,Business,3264,3,3,3,3,5,5,4,5,5,5,5,4,5,5,4,5.0,satisfied
12609,107853,Female,Loyal Customer,53,Business travel,Business,228,2,2,2,2,2,4,5,5,5,5,5,3,5,5,1,0.0,satisfied
65880,20136,Female,Loyal Customer,54,Business travel,Eco Plus,466,3,4,4,4,4,2,2,3,3,3,3,3,3,1,29,25.0,neutral or dissatisfied
70496,93583,Male,Loyal Customer,55,Personal Travel,Eco,159,5,5,5,1,3,5,3,3,5,3,5,3,5,3,0,6.0,satisfied
20583,102901,Male,Loyal Customer,42,Personal Travel,Eco,1037,4,5,4,1,5,4,5,5,4,4,4,3,5,5,0,0.0,neutral or dissatisfied
90311,29794,Female,Loyal Customer,52,Business travel,Eco,548,4,4,4,4,3,1,5,4,4,4,4,5,4,2,0,0.0,satisfied
65342,55567,Female,disloyal Customer,36,Business travel,Eco,395,3,0,3,2,5,3,5,5,5,2,5,5,3,5,0,0.0,neutral or dissatisfied
102609,66787,Female,Loyal Customer,64,Personal Travel,Eco,3711,3,3,3,1,3,1,1,2,2,2,2,1,5,1,358,369.0,neutral or dissatisfied
31335,98055,Female,Loyal Customer,70,Personal Travel,Eco,1751,3,2,3,1,5,1,1,3,3,3,1,2,3,4,0,15.0,neutral or dissatisfied
42060,119150,Female,disloyal Customer,41,Business travel,Business,331,2,2,2,4,4,2,4,4,3,2,4,4,4,4,0,0.0,neutral or dissatisfied
49778,90842,Male,Loyal Customer,42,Business travel,Business,3434,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,0.0,satisfied
8710,75245,Female,Loyal Customer,28,Personal Travel,Eco,1846,2,5,2,3,2,2,2,2,5,2,3,3,4,2,2,0.0,neutral or dissatisfied
39954,109247,Male,Loyal Customer,7,Personal Travel,Eco,616,2,5,2,3,3,2,1,3,3,5,2,4,1,3,32,36.0,neutral or dissatisfied
90783,79292,Female,disloyal Customer,42,Business travel,Business,2248,1,1,1,5,2,1,3,2,3,2,5,4,4,2,7,0.0,neutral or dissatisfied
9047,44216,Male,Loyal Customer,38,Business travel,Business,359,3,3,3,3,1,5,5,4,4,4,4,2,4,4,0,1.0,satisfied
82883,71129,Male,Loyal Customer,42,Business travel,Eco,1739,3,3,5,3,3,3,3,3,3,3,2,4,2,3,57,70.0,neutral or dissatisfied
22312,56794,Female,disloyal Customer,24,Business travel,Eco,763,2,2,2,4,1,2,1,1,5,4,5,3,4,1,0,0.0,neutral or dissatisfied
38451,125704,Female,Loyal Customer,41,Personal Travel,Eco,899,1,4,1,5,1,1,1,1,5,5,4,5,5,1,0,0.0,neutral or dissatisfied
31291,21420,Male,Loyal Customer,51,Business travel,Eco,433,5,2,2,2,5,5,5,5,2,4,3,1,1,5,11,10.0,satisfied
27153,21911,Male,disloyal Customer,27,Business travel,Eco,503,1,2,1,4,2,1,2,2,4,4,3,3,4,2,0,0.0,neutral or dissatisfied
58333,123641,Male,disloyal Customer,38,Business travel,Business,214,3,2,2,1,5,2,3,5,5,3,5,5,4,5,0,0.0,satisfied
2332,52919,Female,Loyal Customer,36,Business travel,Eco,679,4,3,3,3,4,4,4,4,1,3,5,2,3,4,12,48.0,satisfied
822,59771,Male,disloyal Customer,25,Business travel,Eco,495,4,5,4,4,3,4,3,3,3,3,3,4,3,3,0,0.0,neutral or dissatisfied
43192,48705,Female,Loyal Customer,55,Business travel,Business,2332,0,5,1,1,3,5,4,5,5,5,4,4,5,4,0,0.0,satisfied
44845,37596,Female,Loyal Customer,18,Business travel,Business,1901,4,3,3,3,4,4,4,4,2,4,3,1,4,4,0,0.0,neutral or dissatisfied
74157,128224,Female,disloyal Customer,28,Business travel,Business,602,3,3,3,3,5,3,2,5,4,2,4,5,5,5,0,0.0,neutral or dissatisfied
42480,74350,Female,disloyal Customer,38,Business travel,Business,1235,2,2,2,1,4,2,4,4,4,5,5,4,4,4,0,0.0,neutral or dissatisfied
102453,123714,Male,Loyal Customer,51,Personal Travel,Eco,214,3,4,3,3,1,3,1,1,5,3,5,5,4,1,0,0.0,neutral or dissatisfied
1139,24367,Male,Loyal Customer,34,Business travel,Business,3162,1,1,4,1,1,2,5,5,5,5,5,1,5,2,80,73.0,satisfied
58699,22796,Female,Loyal Customer,17,Business travel,Business,134,3,3,3,3,1,1,3,1,4,5,3,1,3,1,32,15.0,neutral or dissatisfied
76183,71199,Male,Loyal Customer,58,Business travel,Business,3313,3,3,3,3,3,5,5,4,4,4,4,5,4,4,46,35.0,satisfied
77998,128398,Male,disloyal Customer,26,Business travel,Eco,651,3,3,3,3,2,3,2,2,4,1,2,4,3,2,54,43.0,neutral or dissatisfied
88350,104870,Female,Loyal Customer,55,Business travel,Eco,327,3,2,2,2,2,3,2,3,3,3,3,1,3,2,73,76.0,neutral or dissatisfied
77786,15741,Female,Loyal Customer,24,Business travel,Eco Plus,419,0,3,0,3,3,0,3,3,1,3,4,4,1,3,0,0.0,satisfied
27023,46749,Female,Loyal Customer,70,Personal Travel,Eco,73,2,5,2,2,1,5,3,2,2,2,1,5,2,2,113,124.0,neutral or dissatisfied
45634,47895,Female,Loyal Customer,41,Business travel,Business,329,0,0,0,3,3,2,5,5,5,4,4,2,5,5,0,0.0,satisfied
18731,10316,Male,Loyal Customer,53,Business travel,Business,1589,5,5,5,5,3,5,4,4,4,4,4,5,4,3,13,9.0,satisfied
102255,33655,Female,Loyal Customer,52,Personal Travel,Eco,413,4,5,4,1,5,4,5,5,5,4,5,3,5,4,0,0.0,satisfied
5759,125220,Male,Loyal Customer,16,Personal Travel,Eco,651,3,4,2,2,2,2,1,2,5,1,5,5,3,2,7,0.0,neutral or dissatisfied
34534,74401,Female,Loyal Customer,27,Business travel,Business,1517,2,2,2,2,5,5,5,5,4,5,5,3,4,5,12,24.0,satisfied
3954,90338,Male,Loyal Customer,34,Business travel,Business,3260,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
5848,115099,Female,Loyal Customer,51,Business travel,Business,2254,1,1,1,1,4,5,5,4,4,4,4,3,4,3,67,58.0,satisfied
13880,14517,Female,Loyal Customer,39,Business travel,Eco,288,3,1,1,1,3,3,3,3,5,2,4,4,1,3,0,0.0,satisfied
58956,107938,Male,Loyal Customer,32,Personal Travel,Eco,611,3,4,3,4,4,3,5,4,3,2,4,5,4,4,0,0.0,neutral or dissatisfied
18315,38173,Female,Loyal Customer,50,Personal Travel,Eco,1237,0,4,1,1,3,3,5,4,4,1,4,3,4,3,0,0.0,satisfied
103857,51504,Male,disloyal Customer,26,Business travel,Eco,370,2,3,2,5,5,2,5,5,3,3,5,3,3,5,0,0.0,neutral or dissatisfied
70777,129571,Female,Loyal Customer,54,Business travel,Eco Plus,2218,1,3,3,3,3,3,4,1,1,1,1,4,1,2,1,8.0,neutral or dissatisfied
41100,38319,Female,Loyal Customer,41,Business travel,Eco Plus,1666,1,5,5,5,4,1,2,1,1,1,1,2,1,1,0,6.0,neutral or dissatisfied
31244,81087,Female,Loyal Customer,64,Personal Travel,Eco,931,2,5,2,3,3,4,4,3,3,2,3,5,3,4,0,0.0,neutral or dissatisfied
25066,43774,Female,Loyal Customer,67,Personal Travel,Eco,223,2,5,2,2,3,5,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
33699,934,Female,disloyal Customer,42,Business travel,Business,282,2,2,2,4,3,2,3,3,3,3,5,4,4,3,12,0.0,neutral or dissatisfied
1573,9050,Male,Loyal Customer,38,Business travel,Business,1619,2,4,4,4,5,4,4,2,2,2,2,2,2,2,47,39.0,neutral or dissatisfied
25421,119306,Male,Loyal Customer,46,Business travel,Eco,214,2,1,1,1,2,2,2,2,4,3,3,4,3,2,0,0.0,neutral or dissatisfied
72161,71987,Female,Loyal Customer,25,Personal Travel,Eco,1440,3,5,3,3,5,3,5,5,3,4,4,3,5,5,0,5.0,neutral or dissatisfied
29529,50611,Female,Loyal Customer,67,Personal Travel,Eco,134,2,2,2,3,3,4,4,4,4,2,4,3,4,3,7,8.0,neutral or dissatisfied
27622,83007,Male,Loyal Customer,51,Business travel,Business,3749,2,2,2,2,5,5,4,4,4,4,4,3,4,5,0,15.0,satisfied
38626,36116,Female,Loyal Customer,46,Business travel,Eco,1562,4,5,5,5,1,4,5,4,4,4,4,3,4,1,0,0.0,satisfied
59723,114882,Female,disloyal Customer,35,Business travel,Business,342,2,2,2,3,3,2,4,3,3,4,5,5,5,3,0,0.0,neutral or dissatisfied
63308,86269,Male,Loyal Customer,56,Personal Travel,Eco,226,3,4,3,2,4,3,4,4,5,4,4,4,5,4,0,10.0,neutral or dissatisfied
31640,124327,Male,Loyal Customer,26,Personal Travel,Eco,601,2,2,2,3,5,2,5,5,4,1,3,3,4,5,0,0.0,neutral or dissatisfied
29518,59029,Female,Loyal Customer,50,Business travel,Business,1723,1,1,4,1,5,5,5,5,2,4,4,5,5,5,159,168.0,satisfied
42339,58374,Male,disloyal Customer,27,Business travel,Business,733,3,3,3,3,5,3,5,5,3,4,3,4,2,5,29,22.0,neutral or dissatisfied
